CVE-2003-0727|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-0551|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0553|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0554|allowedAction({user-assisted,remote,attacker},cause,{denial,service}) allowedAction({user-assisted,remote,attacker},cause,{issue,similar}) allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-0557|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0561|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0562|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0565|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0566|
CVE-2008-0567|
CVE-2008-0572|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-0573|allowedAction({local,user},gain,{privilege}) 
CVE-2008-0579|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0584|allowedAction({local,user},gain,{privilege}) allowedAction({local,user},gain,{program,swapon}) 
CVE-2008-0586|allowedAction({local,user},gain,{privilege}) allowedAction({local,user},gain,{ldeletepv}) allowedAction({local,user},gain,{lvaryoffvg}) allowedAction({local,user},gain,{program,tellclvmd}) 
CVE-2008-0587|allowedAction({local,user},gain,{privilege}) 
CVE-2008-0588|allowedAction({local,user},gain,{privilege}) 
CVE-2008-0590|
CVE-2008-0591|allowedAction({attacker,remote},trick,{user}) 
CVE-2008-0592|allowedAction({user-assisted,remote,attacker},cause,{denial,service}) 
CVE-2008-0593|allowedAction({attacker,remote},bypass,{origin,policy,same}) allowedAction({attacker,remote},read,{information,sensitive}) 
CVE-2008-0595|allowedAction({local,user},bypass,{access,restriction,intended}) 
CVE-2008-0596|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0597|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0598|allowedAction({local,user},read,{uninitialized,memory}) 
CVE-2008-0599|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0600|allowedAction({local,user},gain,{privilege,root}) 
CVE-2008-0601|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0602|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0603|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0606|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0607|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0609|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0611|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0612|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0613|allowedAction({attacker,remote},redirect,{user}) allowedAction({attacker,remote},conduct,{attack,phish}) 
CVE-2008-0614|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0615|
CVE-2008-0616|
CVE-2008-0617|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) allowedAction({attacker,remote},inject,{the}) 
CVE-2008-0619|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0621|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0623|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0624|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0625|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0628|
CVE-2008-0631|allowedAction({attacker,remote},overwrite,{file,arbitrary}) 
CVE-2008-0632|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0634|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0647|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0648|
CVE-2008-0649|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0652|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0653|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0657|allowedAction({attacker,context-dependent},gain,{privilege}) allowedAction({attacker,context-dependent},execute,{program,local}) 
CVE-2008-0658|
CVE-2008-0659|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0660|
CVE-2008-0661|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0667|allowedAction({attacker,remote},configure,{non-interactive,printing,silent}) allowedAction({attacker,remote},trigger,{printing,number,arbitrary}) 
CVE-2008-0670|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0675|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0676|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-0677|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0678|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0679|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-0680|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0681|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0682|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0683|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0686|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0689|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0690|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0692|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0695|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0702|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0703|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0713|
CVE-2008-0714|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0718|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-0719|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0721|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0722|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-0726|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0729|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0730|
CVE-2008-0734|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0735|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0736|allowedAction({attacker,remote},obtain,{path}) 
CVE-2008-0737|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0742|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0745|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0746|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0747|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-0748|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0752|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0761|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0770|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0772|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0773|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0776|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0778|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},cause,{sethref}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0782|allowedAction({attacker,remote},overwrite,{file,arbitrary}) 
CVE-2008-0787|allowedAction({authenticate,remote,user},execute,{arbitrary,command,sql}) 
CVE-2008-0794|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0795|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0796|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0798|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0799|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0800|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0801|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0802|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0803|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-0804|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-0805|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0811|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0813|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0814|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0818|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0821|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0822|
CVE-2008-0827|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0829|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0830|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0831|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0832|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0833|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0835|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0839|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0840|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-0841|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0842|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0844|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0847|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0857|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0871|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0873|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0874|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0878|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0880|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0881|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0882|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0887|allowedAction({attacker,proximate},gain,{access}) 
CVE-2008-0888|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0905|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-0906|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0907|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0911|
CVE-2008-0919|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2008-0920|
CVE-2008-0921|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0922|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0927|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-0928|
CVE-2008-0933|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-0934|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-0938|allowedAction({local,user},obtain,{sensitive,information,kernel}) 
CVE-2008-0939|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-0947|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0948|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0955|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0964|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0965|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-0967|allowedAction({local,user},gain,{privilege}) 
CVE-2008-1036|allowedAction({attacker,remote},conduct,{attack,scripting,cross-site}) 
CVE-2008-1038|
CVE-2008-1039|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1042|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2008-1043|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1044|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1046|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1051|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1053|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1059|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1060|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1061|allowedAction({attacker,remote},inject,{web,arbitrary}) 
CVE-2008-1067|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) allowedAction({attacker,remote},execute,{ezmlm.php}) 
CVE-2008-1068|
CVE-2008-1069|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) allowedAction({attacker,remote},execute,{server_request.php}) 
CVE-2008-1070|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1071|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1072|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1074|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1077|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1083|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1084|allowedAction({local,user},execute,{code,arbitrary}) 
CVE-2008-1085|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1086|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1087|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1088|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-1089|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-1090|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-1091|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1094|
CVE-2008-1095|
CVE-2008-1096|allowedAction({user-assisted,remote,attacker},cause,{denial,service}) allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-1097|allowedAction({user-assisted,remote,attacker},cause,{denial,service}) allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2008-1105|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1108|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2008-1109|allowedAction({attacker,remote,user-assisted},execute,{code,arbitrary}) 
CVE-2008-1110|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1115|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-1116|allowedAction({attacker,remote},force,{download,code,arbitrary}) allowedAction({attacker,remote},force,{execution}) 
CVE-2008-1117|allowedAction({attacker,remote},upload,{file}) 
CVE-2008-1118|allowedAction({attacker,remote},avoid,{detection,attack}) 
CVE-2008-1119|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-1121|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1122|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1123|
CVE-2008-1124|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1125|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2008-1126|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2008-1127|
CVE-2008-1137|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1138|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-1139|allowedAction({local,user},gain,{privilege}) 
CVE-2008-1140|allowedAction({local,user},gain,{privilege}) 
CVE-2008-1141|allowedAction({local,user},cause,{denial,service}) 
CVE-2008-1145|
CVE-2008-1150|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1151|allowedAction({attacker,remote},cause,{denial,related,service}) 
CVE-2008-1152|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1153|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2008-1156|allowedAction({attacker,remote},create,{state,multicast,extra}) 
CVE-2008-1159|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},cause,{cscsh51293}) 
CVE-2008-1160|allowedAction({attacker,remote},gain,{privilege}) 
CVE-2008-1162|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2008-1163|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2008-1164|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
